[ 1  7  7  6  3  4  8  6 13  8 11  6 11  5  6  5  3  4  9]	1	20	[ 2  5  4  6  1  4  8  5 12  8  8  4  7  3  4  7  6  3 10]	1	2	18	0
[ 2  5  4  6  1  4  8  5 12  8  8  4  7  3  4  7  6  3 10]	2	20	[5 5 7 0 6 4 3 7 7 2 5 6 9 3 6 4 8 2 7]	2	5	51	0
[5 5 7 0 6 4 3 7 7 2 5 6 9 3 6 4 8 2 7]	0	20	[8 5 7 6 4 7 0 2 3 6 5 8 4 4 1 4 6 3 5]	5	8	38	0
[8 5 7 6 4 7 0 2 3 6 5 8 4 4 1 4 6 3 5]	2	20	[11  1  6  5  2  3  0  1  5  3  4  6  5  4  1  5  4  1  6]	8	11	23	0
[11  1  6  5  2  3  0  1  5  3  4  6  5  4  1  5  4  1  6]	0	20	[14  5  1  3  6  4  5  3  4  4 10  3  1  5  3  6  6  2  8]	11	14	38	1
[ 1  6  9  9  7  4  9  9 12  7 11  5  9  3  7  6  6  4  7]	1	21.11111111111111	[ 2  6  7 11  4  5  5 11  8  9  5  5  6  3  5  8  9  5  6]	1	2	19	0
[ 2  6  7 11  4  5  5 11  8  9  5  5  6  3  5  8  9  5  6]	1	20	[ 3  3 11  3  3  0  4  4  6  8  7  4  8  5  4  1  8  7  5]	2	3	47	0
[ 3  3 11  3  3  0  4  4  6  8  7  4  8  5  4  1  8  7  5]	2	20	[ 6  4  6  3  6  4  6  5  4  3  4  2  5  4  5  4 11  4  4]	3	6	54	0
[ 6  4  6  3  6  4  6  5  4  3  4  2  5  4  5  4 11  4  4]	1	20	[11  6  4  6  1  4  3  7  2  2  9  3  3  7  3  7  4  4  3]	6	11	44	0
[11  6  4  6  1  4  3  7  2  2  9  3  3  7  3  7  4  4  3]	0	7.368421052631579	[14  3  5  5  1  3  6  3  3  4 10  1  5  4  4  7  5  4  5]	11	14	14	1
[ 1  8  7  7  7  5  6  8 13  7 10  6  9  6  9  7  6  3  8]	2	20	[ 4  3  9  3  9  2  5  4  9  1 10  4 10  4  9  3  8  0  8]	1	4	52	0
[ 4  3  9  3  9  2  5  4  9  1 10  4 10  4  9  3  8  0  8]	1	20	[9 5 3 2 8 5 5 0 4 5 6 2 5 5 3 4 6 1 4]	4	9	48	0
[9 5 3 2 8 5 5 0 4 5 6 2 5 5 3 4 6 1 4]	0	20	[12  6  4  3  3  4  2  4  7  5  6  5  3  4  3  4  4  8  2]	9	12	49	0
[12  6  4  3  3  4  2  4  7  5  6  5  3  4  3  4  4  8  2]	1	20	[13  4  5  5  4  3  3  4  7  3  5  4  5  3  4  3  8  5  6]	12	13	16	0
[13  4  5  5  4  3  3  4  7  3  5  4  5  3  4  3  8  5  6]	1	20	[14  3  2  2  7  2  6  2  6  4  7  2  2  3  4  4  7  5  5]	13	14	52	1
